tipo_unidade;nome_oficial;rpa;distrito_sanitario;microregiao;cnes;cod_nat;tipo_servico;endereço;bairro;fone;especialidade;como_usar;horario;ordem;latitude;longitude
5.5|Unidades de Vacinação - Influenza;Hospital da Mulher do Recife Dra Merces Postes Cunha;5;5;;;Própria;Hospital;Rodovia BR-101 s/n;Curado;;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1538.";Segunda à sexta das 08:00 às 17:18;05.05.00.019;-8.0705126103;-34.9411289609
5.5|Unidades de Vacinação - Influenza;Hospital da Polícia Militar do Estado de PE;3;3;;;Parceria;Hospital;"Rua Betânia, S/n - Derby,";"Derby,";;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1539.";Segunda à sexta das 08:00 às 17:19;05.05.00.020;-8.0557839186;-34.9013087167
5.5|Unidades de Vacinação - Influenza;Hospital das Clínicas;4;4;;;Parceria;Hospital;"Av. Professor Moraes Rego, s/n";Cidade Universitária;;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1540.";Segunda à sexta das 08:00 às 17:20;05.05.00.021;-8.0469063459;-34.9462896735
5.5|Unidades de Vacinação - Influenza;Hospital dos Servidores do Estado;3;3;;;Parceria;HOSPITAL;"Av. Conselheiro Rosa e Silva, s/n";Espinheiro;;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1541.";Segunda à sexta das 08:00 às 17:21;05.05.00.022;-8.0477474161;-34.8967436014
5.5|Unidades de Vacinação - Influenza;Hospital Geral de Areais;5;5;;;Parceria;Hospital;Rua Av. Recife 801;Areias;;Hospital;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1542.";Segunda à sexta das 08:00 às 17:22;05.05.00.023;-8.0998998927;-34.9260201651
5.5|Unidades de Vacinação - Influenza;Maternidade Bandeira Filho;5;5;5.1;701;Própria;Maternidade;"Rua Londrina, S/N";Afogados;33552233;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1543.";Segunda à sexta das 08:00 às 17:23;05.05.00.024;-8.0789967630;-34.9109123014
5.5|Unidades de Vacinação - Influenza;Maternidade CISAM;2;2;;2711613;Parceria;Hospital;Rua Visconde de Mamanguape S/N;Encruzilhada;;Hospital;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1544.";Segunda à sexta das 08:00 às 17:24;05.05.00.025;-8.0376250426;-34.8882859185
5.5|Unidades de Vacinação - Influenza;PAM Ceasa;5;5;5.3;1368;Própria;Unidade Básica de Saúde;Br 101 Girador do Curado;Curado;33550090;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1545.";Segunda à sexta das 08:00 às 17:25;05.05.00.026;-8.0728970587;-34.9434788213
5.5|Unidades de Vacinação - Influenza;Parque Dona Lindu;6;6;;;Ponto Volante;Ponto Volante;"Av. Boa Viagem, s/n - Boa Viagem";Boa Viagem;;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1546.";Segunda à sexta das 08:00 às 17:26;05.05.00.027;-8.1409736760;-34.9042282032
5.5|Unidades de Vacinação - Influenza;Parque Treze de Maio;1;1;;;Ponto Volante;Ponto Volante;"Rua Mamede Simões, 111";Boa Vista;;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1547.";Segunda à sexta das 08:00 às 17:27;05.05.00.028;-8.0569304056;-34.8817851685
5.5|Unidades de Vacinação - Influenza;Policlínica Agamenon Magalhães;5;5;5.1;531;Própria;Policlínica;"Largo da Paz, S/N";Afogados;33552331;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1548.";Segunda à sexta das 08:00 às 17:28;05.05.00.029;-8.0807740977;-34.9055711911
5.5|Unidades de Vacinação - Influenza;Policlínica Albert Sabin;3;3;3.1;612;Própria;Policlínica;"Rua Padre Roma, 191";Tamarineira;33552762/2750;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1549.";Segunda à sexta das 08:00 às 17:29;05.05.00.030;-8.0339574026;-34.9053554485
5.5|Unidades de Vacinação - Influenza;Policlínica Amaury Coutinho;2;2;2.1;604;Própria;Policlínica;"Rua Iguatu, S/N";Campina do Barreto;33557891;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1550.";Segunda à sexta das 08:00 às 17:30;05.05.00.031;-8.0157277070;-34.8820860390
5.5|Unidades de Vacinação - Influenza;Policlínica Centro;1;1;1.2;1139;Própria;Policlínica;"Rua Primeiro de Marco, 90";Santo Antônio;33556377;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1551.";Segunda à sexta das 08:00 às 17:31;05.05.00.032;-8.0641232896;-34.8772502112
5.5|Unidades de Vacinação - Influenza;Policlínica Clementino Fraga;3;7;7.1;647;Própria;Policlínica;"Rua Japaratuba, 260";Vasco da Gama;33556049;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1552.";Segunda à sexta das 08:00 às 17:32;05.05.00.033;-8.0195553569;-34.9197158731
5.5|Unidades de Vacinação - Influenza;Policlínica Gouveia de Barros;1;1;1.2;507;Própria;Policlínica;"Largo da Santa Cruz, 140";Boa Vista;33551535;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1553.";Segunda à sexta das 08:00 às 17:33;05.05.00.034;-8.0618630000;-34.8881300235
5.5|Unidades de Vacinação - Influenza;Policlínica Lessa de Andrade;4;4;4.1;590;Própria;Policlínica;"Estrada dos Remédios, 2416";Madalena;33557800;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1554.";Segunda à sexta das 08:00 às 17:34;05.05.00.035;-8.0589138215;-34.9070090424
5.5|Unidades de Vacinação - Influenza;Policlínica Salomão Kelner;2;2;2.2;6897029;Própria;Policlínica;"Estrada Velha de Agua Fria, 1652";Água Fria ;33559929;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1555.";Segunda à sexta das 08:00 às 17:35;05.05.00.036;-8.0211110620;-34.8954616658
5.5|Unidades de Vacinação - Influenza;PSF Alto Bela Vista;6;8;8.1;3380300;Própria;Unidade de Saúde da Família;"Rua Dermeval Lobão, 672";Ibura;33556078;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1556.";Segunda à sexta das 08:00 às 17:36;05.05.00.037;-8.1236138567;-34.9414432628
5.5|Unidades de Vacinação - Influenza;PSF Alto da Brasileira;3;7;7.2;;Própria;Unidade de Saúde da Família;"Alto da Brasileira, 1002";Nova Descoberta;33556402;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1557.";Segunda à sexta das 08:00 às 17:37;05.05.00.038;-8.0013225981;-34.9354796789
5.5|Unidades de Vacinação - Influenza;PSF Alto da Jaqueira;6;8;8.1;5653304;Própria;Unidade de Saúde da Família;"Rua Vinte e Dois de Agosto, 56";Jordão;33554625;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1558.";Segunda à sexta das 08:00 às 17:38;05.05.00.039;-8.1344293835;-34.9338420076
5.5|Unidades de Vacinação - Influenza;PSF Alto do Capitão;2;2;2.3;5356881;Própria;Unidade de Saúde da Família;"Rua Tubiracaba, S/N";Dois Unidos;33556922;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1559.";Segunda à sexta das 08:00 às 17:39;05.05.00.040;-8.0000084118;-34.9139450345
5.5|Unidades de Vacinação - Influenza;PSF Alto do Ceu;2;2;2.2;1503;Própria;Unidade de Saúde da Família;"Rua Capitão Salgueiro, 267";Porto da Madeira;33556206;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1560.";Segunda à sexta das 08:00 às 17:40;05.05.00.041;-8.0096916534;-34.8915349122
5.5|Unidades de Vacinação - Influenza;PSF Alto do Eucalipto;3;7;7.1;26301;Própria;Unidade de Saúde da Família;"Rua Camboriu, 664";Vasco da Gama;33556082;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1561.";Segunda à sexta das 08:00 às 17:41;05.05.00.042;-8.0085372371;-34.9194276124
5.5|Unidades de Vacinação - Influenza;PSF Alto do Pascoal;2;2;2.3;28649;Própria;Unidade de Saúde da Família;"Av Anibal Benevolo, S/N";Alto Santa Terezinha;33553493;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1562.";Segunda à sexta das 08:00 às 17:42;05.05.00.043;-8.0110823936;-34.9040850183
5.5|Unidades de Vacinação - Influenza;PSF Alto dos Coqueiros - Córrego da Jaqueira;2;2;2.3;3006468;Própria;Unidade de Saúde da Família;"Rua Córrego da Jaqueira, 160";Linha do Tiro;33554660;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1563.";Segunda à sexta das 08:00 às 17:43;05.05.00.044;-8.0079261991;-34.9014759421
5.5|Unidades de Vacinação - Influenza;PSF Alto José Bonifacio;3;7;7.1;3371336;Própria;Unidade de Saúde da Família;"Praça Visconde de Sá Bandeira, S/N";Alto José Bonifácio;33556074;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1564.";Segunda à sexta das 08:00 às 17:44;05.05.00.045;-8.0122418182;-34.9123248459
5.5|Unidades de Vacinação - Influenza;PSF Alto José do Pinho;3;7;7.1;2679779;Própria;Unidade de Saúde da Família;"Rua Maragogi, 05";Alto José do Pinho;33556086;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1565.";Segunda à sexta das 08:00 às 17:45;05.05.00.046;-8.0221166685;-34.9075584874
5.5|Unidades de Vacinação - Influenza;PSF Apipucos;3;3;3.3;2127;Própria;Unidade de Saúde da Família;"Rua Coronel João Batista do Rego Barros, 1056";Apipucos;33554632;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1566.";Segunda à sexta das 08:00 às 17:46;05.05.00.047;-8.0207668889;-34.9341414283
5.5|Unidades de Vacinação - Influenza;PSF Barreiras;4;4;4.3;22314;Própria;Unidade de Saúde da Família;"Rua Agua Clara, 145";Várzea;33554878;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1567.";Segunda à sexta das 08:00 às 17:47;05.05.00.048;-8.0249029153;-34.9636899720
5.5|Unidades de Vacinação - Influenza;PSF Beira do Rio;6;6;6.3;26379;Própria;Unidade de Saúde da Família;"Rua Ribeiro de Brito, 1361";Boa Viagem;33556090;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1568.";Segunda à sexta das 08:00 às 17:48;05.05.00.049;-8.1231838374;-34.9088699483
5.5|Unidades de Vacinação - Influenza;PSF Bernard Van Leer;6;6;6.1;3562581;Própria;Unidade de Saúde da Família;"Rua Francisco Valpassos, S/N";Brasília Teimosa;33556406;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1569.";Segunda à sexta das 08:00 às 17:49;05.05.00.050;-8.0853436904;-34.8836663375
5.5|Unidades de Vacinação - Influenza;PSF Bianor Teodósio;2;2;2.3;28088;Própria;Unidade de Saúde da Família;"Av Hildebrando de Vasconcelos, S/N";Dois Unidos;33556094;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1570.";Segunda à sexta das 08:00 às 17:50;05.05.00.051;-7.9931718365;-34.9124852185
5.5|Unidades de Vacinação - Influenza;PSF Bongi Boa Idéia;5;5;5.1;3131572;Própria;Unidade de Saúde da Família;"Rua Araguaia, 83";San Martin;33554636;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1571.";Segunda à sexta das 08:00 às 17:51;05.05.00.052;-8.0692962759;-34.9240374508
5.5|Unidades de Vacinação - Influenza;PSF Brasilit;4;4;4.3;24511;Própria;Unidade de Saúde da Família;"Rua Emiliano Braga, S/N - Brasilit";Várzea;33556410;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1572.";Segunda à sexta das 08:00 às 17:52;05.05.00.053;-8.0360158335;-34.9495497418
5.5|Unidades de Vacinação - Influenza;PSF Byron Sarinho;2;2;2.2;3301974;Própria;Unidade de Saúde da Família;"Rua Nazaré, 293";Água Fria ;33556511;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1573.";Segunda à sexta das 08:00 às 17:53;05.05.00.054;-8.0171935783;-34.8958129690
5.5|Unidades de Vacinação - Influenza;PSF Cabanga;1;1;1.2;3862836;Própria;Unidade de Saúde da Família;"Rua Escritor Souza Barros, 273";Cabanga;33556418;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1574.";Segunda à sexta das 08:00 às 17:54;05.05.00.055;-8.0796479183;-34.9001315667
5.5|Unidades de Vacinação - Influenza;PSF Cafesópolis;6;6;6.2;26360;Própria;Unidade de Saúde da Família;"Rua Mascarenhas de Moraes, S/N";Imbiribeira;33556098;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1575.";Segunda à sexta das 08:00 às 17:55;05.05.00.056;-8.0989675819;-34.9098703592
5.5|Unidades de Vacinação - Influenza;PSF Caranguejo;4;4;4.1;22373;Própria;Unidade de Saúde da Família;"Rua Tabaiares, 297";Ilha do Retiro;33554644;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1576.";Segunda à sexta das 08:00 às 17:56;05.05.00.057;-8.0649066195;-34.9053121757
5.5|Unidades de Vacinação - Influenza;PSF Casarão do Cordeiro;4;4;4.1;6008984;Própria;Unidade de Saúde da Família;"Rua Odete Monteiro, 450";Cordeiro;33556514;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1577.";Segunda à sexta das 08:00 às 17:57;05.05.00.058;-8.0440542389;-34.9213252967
5.5|Unidades de Vacinação - Influenza;PSF Chão de Estrelas;2;2;2.1;22233;Própria;Unidade de Saúde da Família;"Rua Dr Elias Gomes, 65 - Chão de Estrelas";Campina do Barreto;33556694;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1578.";Segunda à sexta das 08:00 às 17:58;05.05.00.059;-8.0194019357;-34.8809006179
5.5|Unidades de Vacinação - Influenza;PSF Chico Mendes;5;5;5.2;965;Própria;Unidade de Saúde da Família;"Primeira Travessa do Campo, S/N";Caçote;33556426;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1579.";Segunda à sexta das 08:00 às 17:59;05.05.00.060;-8.1030486442;-34.9326387231
5.5|Unidades de Vacinação - Influenza;PSF Cidade Operária;6;8;8.1;6691285;Própria;Unidade de Saúde da Família;"Rua Emilio Monteiro Fonseca, 1688";Ibura;33553032;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1580.";Segunda à sexta das 08:00 às 17:60;05.05.00.061;-8.1255246189;-34.9369440227
5.5|Unidades de Vacinação - Influenza;PSF Clube dos Delegados;2;2;2.3;3445275;Própria;Unidade de Saúde da Família;"Rua João Cavalcanti Petribu, S/N";Dois Unidos;33556905;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1581.";Segunda à sexta das 08:00 às 17:61;05.05.00.062;-7.9915759254;-34.9174388921
5.5|Unidades de Vacinação - Influenza;PSF Coelhos I;1;1;1.3;22195;Própria;Unidade de Saúde da Família;"Rua Biturana, 110";Coelhos;33554648;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1582.";Segunda à sexta das 08:00 às 17:62;05.05.00.063;-8.0682406291;-34.8904550466
5.5|Unidades de Vacinação - Influenza;PSF Coque;1;1;1.3;1252;Própria;Unidade de Saúde da Família;"Rua Guapirama, 65, Coque";Ilha Joana Bezerra;33554656;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1583.";Segunda à sexta das 08:00 às 17:63;05.05.00.064;-8.0715190650;-34.9000069344
5.5|Unidades de Vacinação - Influenza;PSF Coqueiral I e II;5;5;5.3;22411;Própria;Unidade de Saúde da Família;"Rua Maria Tereza, 174";Coqueiral;33550216/0217;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1584.";Segunda à sexta das 08:00 às 17:64;05.05.00.065;-8.0853256595;-34.9696797397
5.5|Unidades de Vacinação - Influenza;PSF Coqueiral/ Imbiribeira;6;6;6.2;3153584;Própria;Unidade de Saúde da Família;"Rua Sargento Silvino de Macedo, 129";Imbiribeira;33556103;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1585.";Segunda à sexta das 08:00 às 17:65;05.05.00.066;-8.1133559278;-34.9068882494
5.5|Unidades de Vacinação - Influenza;PSF Córrego da Bica;3;7;7.2;22276;Própria;Unidade de Saúde da Família;"Rua Santa Tereza, S/N - Córrego da Bica";Brejo da Guabiraba;33556115;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1586.";Segunda à sexta das 08:00 às 17:66;05.05.00.067;-7.9882442551;-34.9292891668
5.5|Unidades de Vacinação - Influenza;PSF Córrego do Curió ;2;2;2.3;20648;Própria;Unidade de Saúde da Família;"Rua Córrego do Curió, 63";Dois Unidos;33554665;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1587.";Segunda à sexta das 08:00 às 17:67;05.05.00.068;-8.0006090989;-34.9159338209
5.5|Unidades de Vacinação - Influenza;PSF Córrego do Eucalipto;3;7;7.3;6334067;Própria;Unidade de Saúde da Família;"Rua Tereza Carneiro, 26";Macaxeira;33556902;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1588.";Segunda à sexta das 08:00 às 17:68;05.05.00.069;-8.0067002956;-34.9283028994
5.5|Unidades de Vacinação - Influenza;PSF Cosme e Damião;4;4;4.3;3153487;Própria;Unidade de Saúde da Família;"Rua Tomaz Ferreira, 07";Várzea;32320304;Unidade de Vacinação;"Os usuários devem levar um documento de identificação, a carteira de vacinação e apresentar também documentos que provem a necessidade da imunização, se existirem e for o caso. Se vacinado contra COVID-19, levar cartão de comprovação. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1589.";Segunda à sexta das 08:00 às 17:69;05.05.00.070;-8.0330097023;-34.9916724381
